Date,Department,Category,Region,Budget Amount,Actual Amount,Payment Method,Transaction ID,Variance
2021-04-18,IT,Salaries,East,32954,17240,Cash,TXN104017,-15714
2023-04-24,HR,Travel,West,106872,57567,Bank Transfer,TXN104018,-49305
2022-12-18,Sales,Infrastructure,South,119120,135277,Card,TXN104019,16157
2023-06-10,Finance,Marketing,West,102221,103331,Bank Transfer,TXN104020,1110
2023-08-18,HR,Travel,North,16574,46275,Bank Transfer,TXN104021,29701
2023-06-12,Operations,Marketing,South,42381,124854,Card,TXN104022,82473
2023-01-02,HR,Travel,Central,15331,13782,UPI,TXN104023,-1549
2022-08-29,Finance,Infrastructure,East,40412,164309,Card,TXN104024,123897
2022-04-02,HR,Salaries,South,93857,20646,Bank Transfer,TXN104025,-73211
2022-09-07,Sales,Travel,Central,121132,57440,Card,TXN104026,-63692
2022-11-29,Marketing,Utilities,West,27458,108904,Cash,TXN104027,81446
2022-11-05,HR,Training,West,24058,153404,UPI,TXN104028,129346
2022-06-27,IT,Marketing,North,45165,65918,UPI,TXN104029,20753
2023-05-07,Finance,Travel,North,68425,93332,Card,TXN104030,24907
2023-06-16,HR,Marketing,South,10418,78859,UPI,TXN104031,68441
2021-10-05,Finance,Salaries,East,92559,167670,UPI,TXN104032,75111
2022-07-06,Marketing,Marketing,West,61236,59545,Bank Transfer,TXN104033,-1691
2021-04-21,Sales,Marketing,South,47357,94000,Bank Transfer,TXN104034,46643
2022-01-20,IT,Utilities,South,92278,150326,UPI,TXN104035,58048
2023-01-31,Operations,Marketing,South,93723,58164,UPI,TXN104036,-35559
2022-11-25,HR,Travel,North,123290,128936,Bank Transfer,TXN104037,5646
2022-02-09,Sales,Marketing,West,59690,43128,UPI,TXN104038,-16562
2021-01-22,Finance,Infrastructure,North,79975,100245,UPI,TXN104039,20270
2022-11-09,Marketing,Marketing,North,66040,11512,Bank Transfer,TXN104040,-54528
2022-09-03,Finance,Infrastructure,South,102179,81654,Bank Transfer,TXN104041,-20525
2021-01-08,Marketing,Training,Central,36926,128287,Bank Transfer,TXN104042,91361
2022-12-03,Marketing,Marketing,Central,54228,74887,Cash,TXN104043,20659
2022-06-13,Sales,Training,Central,41046,121121,Bank Transfer,TXN104044,80075
2022-08-25,HR,Marketing,South,145743,158531,UPI,TXN104045,12788
2022-10-19,Operations,Travel,East,124419,28288,Bank Transfer,TXN104046,-96131
2021-06-15,HR,Infrastructure,West,60187,130548,Cash,TXN104047,70361
2023-04-29,IT,Training,South,116856,18539,Bank Transfer,TXN104048,-98317
2022-05-11,HR,Training,South,127507,149917,Bank Transfer,TXN104049,22410
2022-08-13,Marketing,Infrastructure,North,34871,54870,Cash,TXN104050,19999
2022-03-05,Marketing,Utilities,Central,76962,84702,Card,TXN104051,7740
2023-02-13,IT,Marketing,South,122362,21467,Card,TXN104052,-100895
2021-06-12,Finance,Marketing,East,74140,54436,Bank Transfer,TXN104053,-19704
2022-01-01,Marketing,Travel,West,39171,161103,Card,TXN104054,121932
2021-03-13,IT,Utilities,East,66745,54943,Card,TXN104055,-11802
2022-10-17,Marketing,Utilities,South,91772,31116,UPI,TXN104056,-60656
2021-09-26,Operations,Travel,South,43835,152090,UPI,TXN104057,108255
2022-02-19,Marketing,Training,North,76668,154812,UPI,TXN104058,78144
2023-10-13,Sales,Infrastructure,East,138738,117790,Cash,TXN104059,-20948
2022-11-06,IT,Training,North,148684,159392,Card,TXN104060,10708
2023-12-20,HR,Salaries,East,107360,142511,Bank Transfer,TXN104061,35151
2021-01-06,IT,Travel,Central,19433,24696,Cash,TXN104062,5263
2023-09-09,Finance,Infrastructure,Central,142018,23948,Card,TXN104063,-118070
2022-07-24,Marketing,Training,East,11615,68962,Bank Transfer,TXN104064,57347
2022-02-11,IT,Training,North,88387,94141,Cash,TXN104065,5754
2021-01-26,Operations,Utilities,Central,83790,20192,UPI,TXN104066,-63598
2023-10-26,IT,Travel,South,97635,31362,Bank Transfer,TXN104067,-66273
2023-09-13,Operations,Salaries,West,43161,33071,UPI,TXN104068,-10090
2022-01-25,Marketing,Marketing,North,85229,131860,Card,TXN104069,46631
2022-12-11,HR,Travel,East,141460,136598,Bank Transfer,TXN104070,-4862
2022-07-25,Marketing,Salaries,West,111801,165740,UPI,TXN104071,53939
2023-01-24,Finance,Salaries,West,89437,89226,UPI,TXN104072,-211
2021-05-26,Sales,Travel,South,83205,103118,Card,TXN104073,19913
2023-02-24,HR,Infrastructure,North,110875,141979,Card,TXN104074,31104
2022-06-10,HR,Travel,West,70816,106275,Card,TXN104075,35459
2021-01-13,Sales,Training,North,102096,76679,Card,TXN104076,-25417
2023-06-22,IT,Utilities,South,55241,82455,Card,TXN104077,27214
2022-01-19,Marketing,Training,East,133684,135073,Cash,TXN104078,1389
2022-07-10,IT,Salaries,West,125397,95310,UPI,TXN104079,-30087
2023-06-06,IT,Salaries,West,138167,15574,Card,TXN104080,-122593
2021-01-19,Marketing,Marketing,West,44198,148378,UPI,TXN104081,104180
2022-07-29,Finance,Salaries,North,122932,42811,Cash,TXN104082,-80121
2023-01-21,HR,Marketing,West,107679,133044,Bank Transfer,TXN104083,25365
2023-10-01,Operations,Salaries,North,30517,146753,UPI,TXN104084,116236
2022-02-23,Sales,Salaries,Central,64503,143925,UPI,TXN104085,79422
2022-02-23,HR,Travel,Central,38514,100955,UPI,TXN104086,62441
2021-05-02,IT,Travel,North,143287,35462,Bank Transfer,TXN104087,-107825
2022-03-08,Sales,Utilities,Central,26486,70165,Cash,TXN104088,43679
2021-02-13,Operations,Training,South,100256,130986,UPI,TXN104089,30730
2022-01-16,HR,Infrastructure,South,84482,14599,Cash,TXN104090,-69883
2021-05-25,HR,Utilities,Central,22249,168518,UPI,TXN104091,146269
2021-12-29,Finance,Salaries,East,49064,141413,UPI,TXN104092,92349
2023-12-10,HR,Utilities,North,131253,63471,UPI,TXN104093,-67782
2023-12-25,HR,Travel,Central,87437,53012,Bank Transfer,TXN104094,-34425
2021-12-21,Operations,Training,North,56783,123938,Cash,TXN104095,67155
2023-03-11,Operations,Salaries,Central,52271,35217,Cash,TXN104096,-17054
2023-04-06,Sales,Salaries,South,65142,96392,Card,TXN104097,31250
2022-02-02,IT,Utilities,East,70683,15408,UPI,TXN104098,-55275
2023-05-30,Operations,Training,North,103806,43841,Bank Transfer,TXN104099,-59965
2022-04-08,Sales,Marketing,East,114526,160826,UPI,TXN104100,46300
2023-03-19,HR,Infrastructure,South,70791,130960,Cash,TXN104101,60169
2021-07-06,Sales,Training,West,13668,117031,Cash,TXN104102,103363
2023-01-02,Sales,Utilities,West,60767,90181,UPI,TXN104103,29414
2022-03-05,Sales,Utilities,North,51739,55812,Cash,TXN104104,4073
2023-05-08,Marketing,Infrastructure,South,132243,126007,UPI,TXN104105,-6236
2021-08-25,Sales,Salaries,North,45166,136329,UPI,TXN104106,91163
2023-02-10,Operations,Salaries,North,63028,65302,Card,TXN104107,2274
2023-01-28,Marketing,Marketing,North,139649,78439,Bank Transfer,TXN104108,-61210
2021-05-16,IT,Utilities,East,74631,136895,Bank Transfer,TXN104109,62264
2023-03-03,Sales,Infrastructure,Central,110420,53603,Cash,TXN104110,-56817
2021-06-20,Finance,Utilities,South,53281,59814,Cash,TXN104111,6533
2021-06-08,HR,Travel,East,59711,129646,Card,TXN104112,69935
2021-07-20,HR,Utilities,Central,80977,42740,Cash,TXN104113,-38237
2023-08-20,Marketing,Utilities,North,101497,29274,Cash,TXN104114,-72223
2022-08-06,HR,Travel,West,20146,167533,UPI,TXN104115,147387
2023-05-26,HR,Travel,East,108802,113026,Card,TXN104116,4224
2022-01-06,Marketing,Infrastructure,South,65499,70842,UPI,TXN104117,5343
2021-04-13,HR,Salaries,South,26313,17031,UPI,TXN104118,-9282
2023-09-29,Sales,Marketing,Central,37398,52796,Cash,TXN104119,15398
2023-09-03,IT,Travel,East,134518,101425,UPI,TXN104120,-33093
2023-03-09,Marketing,Salaries,North,148504,101760,Bank Transfer,TXN104121,-46744
2022-10-20,Finance,Infrastructure,Central,30867,63878,Bank Transfer,TXN104122,33011
2023-06-01,Marketing,Training,South,40971,24931,Bank Transfer,TXN104123,-16040
2023-01-03,Operations,Utilities,East,122627,53122,Card,TXN104124,-69505
2022-02-27,Finance,Infrastructure,West,60759,70121,Card,TXN104125,9362
2022-07-26,Operations,Infrastructure,North,132243,67970,Bank Transfer,TXN104126,-64273
2021-06-20,Marketing,Travel,South,101827,46320,Bank Transfer,TXN104127,-55507
2021-06-22,Operations,Marketing,East,120455,66669,UPI,TXN104128,-53786
2022-10-25,Finance,Travel,West,40291,92791,Card,TXN104129,52500
2022-03-29,Sales,Utilities,South,139216,113846,Cash,TXN104130,-25370
2021-12-16,Marketing,Travel,West,75674,8574,Cash,TXN104131,-67100
2022-05-09,Marketing,Utilities,South,59372,140173,Card,TXN104132,80801
2022-09-12,HR,Travel,Central,61539,25759,UPI,TXN104133,-35780
2023-10-25,Marketing,Training,Central,12525,103038,Bank Transfer,TXN104134,90513
2023-07-08,Marketing,Marketing,Central,129742,46002,UPI,TXN104135,-83740
2021-01-06,Sales,Training,East,19637,93868,UPI,TXN104136,74231
2021-10-15,HR,Salaries,Central,58324,87352,Card,TXN104137,29028
2022-08-31,IT,Marketing,East,66108,22319,Bank Transfer,TXN104138,-43789
2022-04-02,Operations,Travel,North,44377,119126,Card,TXN104139,74749
2023-10-27,Finance,Infrastructure,Central,90069,94384,Card,TXN104140,4315
2022-09-16,IT,Salaries,East,121875,31909,UPI,TXN104141,-89966
2022-01-11,HR,Infrastructure,South,124886,159853,Card,TXN104142,34967
2022-03-23,Sales,Training,East,70207,11750,Card,TXN104143,-58457
2023-04-15,Finance,Marketing,East,32368,127294,Card,TXN104144,94926
2023-03-22,Operations,Salaries,South,35736,101177,Card,TXN104145,65441
2023-08-17,Marketing,Training,East,27753,156342,UPI,TXN104146,128589
2023-04-29,Marketing,Travel,South,144643,151071,Bank Transfer,TXN104147,6428
2023-03-20,IT,Infrastructure,West,36798,39106,Bank Transfer,TXN104148,2308
2023-09-06,Operations,Travel,Central,111844,94810,UPI,TXN104149,-17034
2022-02-20,HR,Utilities,North,86595,113306,Cash,TXN104150,26711
2022-12-27,Operations,Salaries,East,102539,30985,Card,TXN104151,-71554
2022-03-30,Sales,Infrastructure,South,73279,128655,UPI,TXN104152,55376
2021-05-30,IT,Marketing,Central,28564,13527,Cash,TXN104153,-15037
2023-01-29,IT,Marketing,East,21290,130582,Cash,TXN104154,109292
2023-02-18,Sales,Marketing,Central,30018,158913,Card,TXN104155,128895
2023-08-31,Operations,Training,West,65138,163013,UPI,TXN104156,97875
2023-02-02,Sales,Marketing,East,92155,44066,Card,TXN104157,-48089
2023-09-29,Finance,Infrastructure,South,91567,116556,Cash,TXN104158,24989
2021-03-17,Sales,Training,West,19006,58678,Cash,TXN104159,39672
2022-08-22,Operations,Utilities,East,25908,119206,Card,TXN104160,93298
2021-08-13,Sales,Marketing,Central,81165,54249,Card,TXN104161,-26916
2021-04-23,HR,Marketing,West,94406,75692,Card,TXN104162,-18714
2021-09-08,Marketing,Training,South,79522,84151,Bank Transfer,TXN104163,4629
2023-04-21,Sales,Marketing,East,50954,10794,UPI,TXN104164,-40160
2022-12-15,Marketing,Utilities,Central,77359,110547,UPI,TXN104165,33188
2021-05-05,Sales,Training,Central,64980,56128,UPI,TXN104166,-8852
2023-12-29,Operations,Training,West,97256,96615,Cash,TXN104167,-641
2023-12-07,Finance,Salaries,East,96008,80428,UPI,TXN104168,-15580
2023-06-03,Finance,Training,Central,141682,143163,UPI,TXN104169,1481
2021-01-30,Marketing,Marketing,West,136446,133958,Cash,TXN104170,-2488
2021-10-08,Operations,Training,North,113249,158690,Cash,TXN104171,45441
2023-07-13,Operations,Marketing,Central,21018,99569,Bank Transfer,TXN104172,78551
2022-01-03,Operations,Marketing,West,46599,18396,Cash,TXN104173,-28203
2022-05-10,HR,Training,North,128557,106415,Card,TXN104174,-22142
2023-11-15,IT,Salaries,West,121694,46342,Bank Transfer,TXN104175,-75352
2022-12-19,Sales,Marketing,Central,58071,79424,Cash,TXN104176,21353
2023-10-14,Operations,Salaries,North,22394,82824,UPI,TXN104177,60430
2022-08-29,Operations,Salaries,West,24417,113664,Bank Transfer,TXN104178,89247
2022-01-10,Operations,Training,East,37849,33872,Bank Transfer,TXN104179,-3977
2022-10-01,Finance,Travel,North,45207,29215,UPI,TXN104180,-15992
2023-11-15,Operations,Travel,West,134947,12968,UPI,TXN104181,-121979
2021-04-26,Sales,Marketing,East,59021,102198,UPI,TXN104182,43177
2021-02-17,Operations,Infrastructure,North,137627,49053,Card,TXN104183,-88574
2021-04-09,Sales,Travel,West,125159,158222,Bank Transfer,TXN104184,33063
2022-02-09,HR,Training,Central,74079,139739,Card,TXN104185,65660
2022-11-16,IT,Training,North,99979,130611,Card,TXN104186,30632
2023-06-22,Finance,Travel,North,46533,133956,UPI,TXN104187,87423
2022-05-18,Sales,Infrastructure,East,132514,30091,Cash,TXN104188,-102423
2023-06-13,Marketing,Utilities,West,99832,30456,Card,TXN104189,-69376
2021-09-15,HR,Marketing,Central,89283,144821,Cash,TXN104190,55538
2023-04-24,IT,Utilities,East,93093,156934,Cash,TXN104191,63841
2021-05-01,IT,Utilities,North,140798,134743,UPI,TXN104192,-6055
2023-03-21,IT,Salaries,East,56963,124689,Cash,TXN104193,67726
2023-09-05,Sales,Salaries,East,41034,164679,Card,TXN104194,123645
2021-02-23,HR,Marketing,East,24143,59290,Cash,TXN104195,35147
2023-10-16,Operations,Infrastructure,North,129057,76605,Card,TXN104196,-52452
2023-02-23,Marketing,Salaries,South,103415,57502,UPI,TXN104197,-45913
2021-08-29,HR,Travel,East,79662,135185,Card,TXN104198,55523
2022-04-28,HR,Marketing,South,81721,157761,Cash,TXN104199,76040
2023-10-10,HR,Training,Central,124938,97128,Card,TXN104200,-27810
2021-07-06,Sales,Utilities,Central,140557,96790,Cash,TXN104201,-43767
2022-10-18,Marketing,Marketing,Central,105203,120943,Cash,TXN104202,15740
2021-09-19,Sales,Training,West,83993,71081,UPI,TXN104203,-12912
2023-08-11,Marketing,Training,North,122022,124245,Cash,TXN104204,2223
2022-05-06,Marketing,Salaries,South,77659,63540,Bank Transfer,TXN104205,-14119
2022-03-07,Sales,Training,West,27894,115281,Card,TXN104206,87387
2021-08-27,Marketing,Infrastructure,South,112156,14734,Bank Transfer,TXN104207,-97422
2021-10-31,HR,Training,North,46190,38632,Bank Transfer,TXN104208,-7558
2021-10-25,Sales,Training,East,18431,93826,Card,TXN104209,75395
2021-03-17,Marketing,Utilities,West,111311,88175,UPI,TXN104210,-23136
2023-09-26,IT,Infrastructure,North,24860,54614,Card,TXN104211,29754
2022-10-04,Sales,Marketing,West,42924,118702,UPI,TXN104212,75778
2023-04-07,Finance,Infrastructure,Central,114646,60585,Cash,TXN104213,-54061
2021-10-10,Sales,Infrastructure,West,105231,18499,Bank Transfer,TXN104214,-86732
2022-08-14,Sales,Marketing,East,83134,131440,Card,TXN104215,48306
2021-03-13,Sales,Utilities,East,126707,77193,Cash,TXN104216,-49514
2022-12-04,Marketing,Training,South,64389,70341,Card,TXN104217,5952
2022-07-29,Sales,Infrastructure,West,118182,120829,Card,TXN104218,2647
2023-09-27,Finance,Infrastructure,Central,116227,87488,Cash,TXN104219,-28739
2023-06-11,Operations,Marketing,East,96090,169258,Card,TXN104220,73168
2021-01-12,Sales,Travel,South,64199,80439,Cash,TXN104221,16240
2021-05-21,IT,Infrastructure,Central,41444,111603,Bank Transfer,TXN104222,70159
2021-01-17,Finance,Salaries,Central,28798,58694,Cash,TXN104223,29896
2023-12-23,Operations,Training,Central,70147,155287,Card,TXN104224,85140
2021-09-10,Marketing,Training,North,72942,125827,Bank Transfer,TXN104225,52885
2022-04-10,Sales,Utilities,East,42860,141992,Bank Transfer,TXN104226,99132
2022-01-11,Operations,Infrastructure,North,123605,145400,Cash,TXN104227,21795
2023-09-08,IT,Marketing,North,130931,35798,UPI,TXN104228,-95133
2022-06-04,Finance,Salaries,East,22468,129421,Cash,TXN104229,106953
2021-03-31,Finance,Marketing,West,68014,136474,UPI,TXN104230,68460
2022-12-21,Marketing,Infrastructure,South,100343,44579,Cash,TXN104231,-55764
2023-03-15,Marketing,Salaries,East,27986,106172,Bank Transfer,TXN104232,78186
2023-03-07,Marketing,Utilities,South,45719,87973,Cash,TXN104233,42254
2022-09-22,Operations,Utilities,West,69116,68554,UPI,TXN104234,-562
2021-03-17,Sales,Utilities,East,85794,56515,Card,TXN104235,-29279
2023-07-15,HR,Travel,Central,142382,145183,UPI,TXN104236,2801
2022-02-04,Finance,Marketing,East,106462,18919,Bank Transfer,TXN104237,-87543
2023-08-28,HR,Infrastructure,West,73798,91001,Cash,TXN104238,17203
2023-12-31,Finance,Salaries,North,92078,63926,Bank Transfer,TXN104239,-28152
2023-03-08,Marketing,Training,East,30162,85911,Card,TXN104240,55749
2021-07-14,Sales,Training,Central,126274,35617,Card,TXN104241,-90657
2021-08-16,Sales,Marketing,East,26761,78899,Card,TXN104242,52138
2022-04-06,Finance,Infrastructure,North,29679,142273,Cash,TXN104243,112594
2022-09-10,Operations,Travel,East,84441,14998,UPI,TXN104244,-69443
2023-11-11,Marketing,Infrastructure,Central,57770,165735,Cash,TXN104245,107965
2021-03-05,Sales,Marketing,West,69567,46099,Bank Transfer,TXN104246,-23468
2021-06-14,Sales,Infrastructure,Central,104183,131959,Cash,TXN104247,27776
2021-01-27,IT,Training,West,58938,117255,Bank Transfer,TXN104248,58317
2023-10-09,Sales,Training,Central,20974,155746,Cash,TXN104249,134772
2021-10-12,IT,Salaries,South,133617,146032,UPI,TXN104250,12415
2021-10-08,Sales,Travel,East,12500,46506,Card,TXN104251,34006
2023-04-18,Sales,Training,East,70490,76959,Cash,TXN104252,6469
2023-04-11,Operations,Salaries,North,83649,138169,UPI,TXN104253,54520
2023-07-07,Operations,Travel,South,103116,84894,Cash,TXN104254,-18222
2021-08-12,Marketing,Training,North,122742,142571,Cash,TXN104255,19829
2023-02-23,Sales,Travel,East,106296,163629,Card,TXN104256,57333
2023-08-23,Marketing,Infrastructure,North,132189,29952,Bank Transfer,TXN104257,-102237
2023-08-08,Marketing,Salaries,West,118025,90833,UPI,TXN104258,-27192
2023-11-20,Marketing,Travel,South,132098,28823,Cash,TXN104259,-103275
2021-02-14,Marketing,Travel,Central,17731,95587,Card,TXN104260,77856
2022-04-16,Finance,Infrastructure,West,117197,40701,Cash,TXN104261,-76496
2021-02-03,Finance,Training,Central,105310,73436,Cash,TXN104262,-31874
2022-10-15,Sales,Training,North,110788,97816,Card,TXN104263,-12972
2023-04-10,Finance,Marketing,East,115932,28374,Cash,TXN104264,-87558
2021-08-09,Sales,Marketing,West,21460,72541,Cash,TXN104265,51081
2022-06-18,Operations,Training,South,21294,165740,UPI,TXN104266,144446
2022-11-23,HR,Utilities,Central,20059,140272,UPI,TXN104267,120213
2023-07-21,IT,Utilities,West,120621,97309,UPI,TXN104268,-23312
2023-04-21,Finance,Travel,East,17817,157104,Cash,TXN104269,139287
2023-10-08,Finance,Training,South,103917,73657,Cash,TXN104270,-30260
2022-08-05,Operations,Marketing,South,144105,77906,UPI,TXN104271,-66199
2021-08-27,Finance,Travel,Central,22971,115455,Cash,TXN104272,92484
2022-03-17,Sales,Salaries,West,29731,142887,Card,TXN104273,113156
2021-05-28,Sales,Marketing,West,141083,45175,Card,TXN104274,-95908
2023-10-30,HR,Marketing,South,85244,25736,Cash,TXN104275,-59508
2022-01-23,HR,Marketing,North,32537,95142,Cash,TXN104276,62605
2023-12-10,HR,Utilities,South,34836,138795,Bank Transfer,TXN104277,103959
2023-07-05,Sales,Infrastructure,East,149583,34905,Card,TXN104278,-114678
2022-09-30,Marketing,Infrastructure,West,20468,152628,Cash,TXN104279,132160
2021-10-05,Marketing,Utilities,Central,110231,152516,Bank Transfer,TXN104280,42285
2023-09-16,HR,Training,West,65965,58007,Card,TXN104281,-7958
2022-08-12,HR,Training,South,98898,55774,Bank Transfer,TXN104282,-43124
2022-10-11,Sales,Utilities,East,96036,153175,UPI,TXN104283,57139
2022-09-10,Operations,Utilities,North,141087,139093,Bank Transfer,TXN104284,-1994
2021-05-15,Finance,Training,West,25986,155045,UPI,TXN104285,129059
2022-08-03,IT,Infrastructure,South,12345,48085,Cash,TXN104286,35740
2022-05-05,Marketing,Travel,South,18450,157460,Cash,TXN104287,139010
2022-04-23,Marketing,Utilities,South,76599,145784,Card,TXN104288,69185
2022-01-19,Sales,Travel,East,26659,63965,Bank Transfer,TXN104289,37306
2021-06-12,Sales,Travel,South,53751,151216,Bank Transfer,TXN104290,97465
2022-03-17,IT,Salaries,South,90476,36462,Cash,TXN104291,-54014
2022-02-19,IT,Infrastructure,South,79118,41737,Card,TXN104292,-37381
2021-10-15,HR,Travel,West,18066,38684,Cash,TXN104293,20618
2021-07-06,IT,Infrastructure,South,88772,16536,Card,TXN104294,-72236
2021-05-10,Finance,Infrastructure,East,76015,99841,Bank Transfer,TXN104295,23826
2021-07-13,Finance,Salaries,West,103706,97997,UPI,TXN104296,-5709
2021-11-12,Marketing,Training,South,123713,11331,Card,TXN104297,-112382
2021-05-24,Finance,Infrastructure,North,37400,77831,Bank Transfer,TXN104298,40431
2021-01-16,Finance,Travel,East,94012,63300,Card,TXN104299,-30712
2022-02-27,Finance,Training,North,125517,96363,UPI,TXN104300,-29154
2021-09-02,HR,Training,East,36510,89498,UPI,TXN104301,52988
2023-07-16,Marketing,Marketing,North,127388,118103,Cash,TXN104302,-9285
2021-05-09,Sales,Travel,South,116639,88609,UPI,TXN104303,-28030
2023-06-26,Marketing,Travel,North,129618,62423,UPI,TXN104304,-67195
2023-06-06,Marketing,Infrastructure,North,29188,55999,Cash,TXN104305,26811
2021-12-07,Marketing,Travel,East,118382,149557,UPI,TXN104306,31175
2021-01-04,IT,Marketing,South,17990,116556,Cash,TXN104307,98566
2021-11-02,Sales,Infrastructure,East,131024,152337,Card,TXN104308,21313
2023-06-27,IT,Utilities,South,130704,75024,Bank Transfer,TXN104309,-55680
2022-08-30,HR,Travel,Central,14273,13733,Cash,TXN104310,-540
2023-09-19,HR,Travel,West,81997,63634,Card,TXN104311,-18363
2021-11-17,Operations,Salaries,West,50326,121584,UPI,TXN104312,71258
2022-07-13,Operations,Utilities,East,61350,90032,Card,TXN104313,28682
2022-09-10,HR,Utilities,South,103630,145998,Cash,TXN104314,42368
2022-12-12,HR,Marketing,North,149804,51766,Cash,TXN104315,-98038
2022-06-15,IT,Utilities,West,82911,123741,Cash,TXN104316,40830
2022-02-14,HR,Salaries,East,23660,9563,Cash,TXN104317,-14097
2023-03-29,Sales,Marketing,East,135189,89363,Card,TXN104318,-45826
2022-05-08,IT,Utilities,East,65020,120003,Bank Transfer,TXN104319,54983
2021-01-12,HR,Marketing,South,118223,87427,Bank Transfer,TXN104320,-30796
2021-07-14,IT,Utilities,East,109731,32932,Card,TXN104321,-76799
2022-05-05,IT,Utilities,Central,95430,94474,Bank Transfer,TXN104322,-956
2023-03-06,Finance,Training,North,139060,154658,UPI,TXN104323,15598
2023-05-31,Operations,Utilities,East,109941,22026,Card,TXN104324,-87915
2021-07-01,IT,Travel,South,129264,150526,Card,TXN104325,21262
2023-08-20,Marketing,Utilities,North,14677,129857,Card,TXN104326,115180
2022-10-18,IT,Travel,North,130213,45171,Bank Transfer,TXN104327,-85042
2022-11-25,Marketing,Infrastructure,West,56548,29043,Card,TXN104328,-27505
2021-01-30,Finance,Training,East,17122,25422,Card,TXN104329,8300
2023-02-17,HR,Salaries,East,60794,162023,Cash,TXN104330,101229
2022-03-20,IT,Marketing,South,142366,36443,Cash,TXN104331,-105923
2021-10-25,Finance,Marketing,Central,122993,150814,Bank Transfer,TXN104332,27821
2023-03-19,Sales,Infrastructure,Central,58070,37791,Cash,TXN104333,-20279
2023-04-25,Finance,Utilities,West,149627,135585,UPI,TXN104334,-14042
2023-10-13,Operations,Salaries,Central,12116,89974,Cash,TXN104335,77858
2022-07-08,Operations,Infrastructure,South,139242,65265,Cash,TXN104336,-73977
2021-10-30,HR,Infrastructure,West,48807,33877,Card,TXN104337,-14930
2022-02-25,Marketing,Marketing,East,115704,119004,UPI,TXN104338,3300
2021-07-04,HR,Travel,Central,41086,151175,UPI,TXN104339,110089
2022-04-13,Marketing,Travel,South,106091,113429,Cash,TXN104340,7338
2023-01-24,Marketing,Utilities,South,45310,77003,Bank Transfer,TXN104341,31693
2021-12-29,Marketing,Utilities,East,49488,9494,Card,TXN104342,-39994
2021-12-02,Marketing,Infrastructure,South,63172,44901,Bank Transfer,TXN104343,-18271
2021-06-11,Operations,Utilities,West,11172,94785,Bank Transfer,TXN104344,83613
2021-01-12,Operations,Travel,West,134664,57334,Bank Transfer,TXN104345,-77330
2022-08-11,IT,Salaries,North,49806,42004,UPI,TXN104346,-7802
2021-07-20,Operations,Marketing,East,97515,151499,Bank Transfer,TXN104347,53984
2022-06-06,HR,Travel,South,63826,56606,Bank Transfer,TXN104348,-7220
2022-05-20,Operations,Training,Central,90221,66888,UPI,TXN104349,-23333
2023-02-27,HR,Utilities,West,132426,73770,Cash,TXN104350,-58656
2023-11-29,Sales,Marketing,East,36738,8072,UPI,TXN104351,-28666
2021-03-01,Operations,Training,East,137212,102679,UPI,TXN104352,-34533
2022-08-01,HR,Marketing,West,124284,30151,Cash,TXN104353,-94133
2021-11-17,Marketing,Infrastructure,North,69665,65971,Bank Transfer,TXN104354,-3694
2023-07-12,Finance,Utilities,East,34688,18531,Bank Transfer,TXN104355,-16157
2022-07-23,Marketing,Infrastructure,South,126003,120548,Cash,TXN104356,-5455
2022-06-11,IT,Marketing,Central,62385,85087,Bank Transfer,TXN104357,22702
2022-06-08,HR,Infrastructure,Central,124738,45030,Cash,TXN104358,-79708
2022-09-05,Marketing,Utilities,West,91301,39792,UPI,TXN104359,-51509
2021-05-05,Operations,Travel,East,141215,146460,Bank Transfer,TXN104360,5245
2023-05-21,Operations,Salaries,Central,62839,48224,Bank Transfer,TXN104361,-14615
2021-10-07,Sales,Training,East,81337,54959,Card,TXN104362,-26378
2023-07-06,Finance,Travel,West,97172,33544,Bank Transfer,TXN104363,-63628
2022-09-14,HR,Marketing,North,107821,116523,Card,TXN104364,8702
2023-04-26,Marketing,Travel,Central,52980,161770,Bank Transfer,TXN104365,108790
2022-11-05,Finance,Infrastructure,South,18116,112421,Card,TXN104366,94305
2021-11-10,Sales,Utilities,West,57515,94351,Cash,TXN104367,36836
2021-11-28,IT,Travel,North,23998,118031,Bank Transfer,TXN104368,94033
2021-02-05,Finance,Travel,South,40279,109244,Cash,TXN104369,68965
2023-11-12,Sales,Utilities,South,117370,84545,Card,TXN104370,-32825
2021-07-25,HR,Infrastructure,Central,75150,142700,Card,TXN104371,67550
2022-10-01,IT,Salaries,East,63955,42727,Card,TXN104372,-21228
2023-04-28,Operations,Travel,West,108517,42294,Card,TXN104373,-66223
2022-03-16,Sales,Training,South,22300,32223,UPI,TXN104374,9923
2022-12-30,Operations,Marketing,Central,131254,166720,Cash,TXN104375,35466
2023-07-30,IT,Infrastructure,North,28202,104240,Card,TXN104376,76038
2021-06-13,Sales,Infrastructure,South,76021,11519,Bank Transfer,TXN104377,-64502
2021-05-28,Sales,Travel,North,115848,91615,Card,TXN104378,-24233
2021-10-21,IT,Training,West,94935,30280,Cash,TXN104379,-64655
2021-07-14,HR,Utilities,Central,120219,97910,UPI,TXN104380,-22309
2022-10-25,Sales,Travel,North,148001,53079,Cash,TXN104381,-94922
2022-04-25,IT,Travel,East,55174,139448,Bank Transfer,TXN104382,84274
2021-05-03,Finance,Utilities,North,55967,139850,UPI,TXN104383,83883
